date,ticker,open,high,low,close,volume,ma_20,ma_50,ma_200,daily_ret,volatility,rsi_14,macd,signal,bb_mid,bb_upper,bb_lower,mkt_cap_M
2021-06-11,TECHCO,232.25,235.44,230.64,230.76,5705519,228.4575,227.1818,194.8858,0.027335,0.019542,47.67,-0.461,0.1112,228.4575,239.4363,217.4787,377293.0
2021-06-14,TECHCO,228.36,233.53,227.99,231.21,4909411,229.0005,227.3024,195.1758,0.00195,0.019471,49.96,-0.0394,0.0811,229.0005,239.3469,218.6541,378028.0
2021-06-15,TECHCO,243.81,244.32,239.06,241.34,3363414,229.698,227.6592,195.5218,0.043813,0.020563,66.34,1.0994,0.2847,229.698,241.3817,218.0143,394591.0
2021-06-16,TECHCO,245.27,249.1,244.77,245.88,2394213,230.306,228.1778,195.8665,0.018812,0.020087,67.11,2.3414,0.6961,230.306,243.9689,216.6431,402014.0
2021-06-17,TECHCO,243.05,245.87,242.19,244.56,2066226,230.61,228.5942,196.2034,-0.005368,0.019718,64.93,3.1824,1.1933,230.61,245.2727,215.9473,399856.0
2021-06-18,TECHCO,244.64,251.54,243.19,243.68,2763896,231.0625,228.98,196.5232,-0.003598,0.019325,61.56,3.7348,1.7016,231.0625,246.769,215.356,398417.0
2021-06-21,TECHCO,242.1,246.55,240.78,244.14,1088884,231.6165,229.4084,196.8178,0.001888,0.019215,60.14,4.1618,2.1937,231.6165,248.3666,214.8664,399169.0
2021-06-22,TECHCO,243.17,246.8,240.83,244.07,1916478,232.2575,229.9606,197.1203,-0.000287,0.019077,62.32,4.4433,2.6436,232.2575,249.9056,214.6094,399054.0
2021-06-23,TECHCO,251.85,252.65,251.79,252.61,3921366,233.662,230.5516,197.4794,0.03499,0.018805,75.4,5.2945,3.1738,233.662,253.0979,214.2261,413017.0
2021-06-24,TECHCO,249.13,255.32,247.65,251.66,2586220,234.8525,231.0182,197.8579,-0.003761,0.018809,76.57,5.8252,3.7041,234.8525,255.658,214.047,411464.0
2021-06-25,TECHCO,248.47,253.59,247.45,252.11,2716872,236.024,231.4586,198.2609,0.001788,0.018821,76.92,6.2106,4.2054,236.024,257.9732,214.0748,412200.0
2021-06-28,TECHCO,250.76,254.93,245.66,247.76,2175462,236.815,231.9074,198.6259,-0.017254,0.019322,76.77,6.0947,4.5832,236.815,259.2787,214.3513,405088.0
2021-06-29,TECHCO,247.06,253.66,245.89,250.7,3238158,237.64,232.3672,198.9975,0.011866,0.019364,84.54,6.169,4.9004,237.64,260.8973,214.3827,409894.0
2021-06-30,TECHCO,250.45,254.39,249.97,251.77,3844109,238.6075,232.7878,199.3484,0.004268,0.019185,82.1,6.2422,5.1687,238.6075,262.5503,214.6647,411644.0
2021-07-01,TECHCO,257.52,257.95,253.97,256.39,3292227,240.077,233.3308,199.7312,0.01835,0.018282,81.43,6.597,5.4544,240.077,264.6203,215.5337,419198.0
2021-07-02,TECHCO,245.39,251.25,242.74,248.97,1290693,241.2615,233.6744,200.1005,-0.02894,0.019702,68.6,6.2079,5.6051,241.2615,265.0737,217.4493,407066.0
2021-07-05,TECHCO,247.05,248.72,241.67,244.28,2710680,242.216,233.887,200.461,-0.018838,0.020397,53.48,5.4582,5.5757,242.216,264.8152,219.6168,399398.0
2021-07-06,TECHCO,242.77,243.66,242.74,242.78,1367766,243.308,233.9962,200.8005,-0.00614,0.019827,46.05,4.689,5.3984,243.308,263.5681,223.0479,396945.0
2021-07-07,TECHCO,238.35,239.73,234.84,237.1,1723642,244.3195,233.9234,201.1214,-0.023396,0.020164,41.45,3.5797,5.0346,244.3195,260.6635,227.9755,387658.0
2021-07-08,TECHCO,225.97,230.76,225.59,228.29,5643770,244.503,233.803,201.4098,-0.037157,0.020828,35.07,1.9671,4.4211,244.503,259.9749,229.0311,373254.0
2021-07-09,TECHCO,220.32,226.08,216.41,223.5,2804409,244.14,233.6382,201.6899,-0.020982,0.020413,31.53,0.2991,3.5967,244.14,261.226,227.054,365422.0
2021-07-12,TECHCO,225.86,229.32,225.5,227.97,1145457,243.978,233.6568,201.9865,0.02,0.02096,36.65,-0.6546,2.7465,243.978,261.6321,226.3239,372731.0
2021-07-13,TECHCO,225.51,229.94,222.85,228.3,2020247,243.326,233.6118,202.2723,0.001448,0.018206,26.66,-1.368,1.9236,243.326,262.3039,224.3481,373270.0
2021-07-14,TECHCO,236.45,237.25,233.52,235.34,1862063,242.799,233.7932,202.593,0.030837,0.019127,35.97,-1.3497,1.2689,242.799,262.0615,223.5365,384781.0
2021-07-15,TECHCO,231.79,234.1,229.37,230.15,2197068,242.0785,233.9334,202.9071,-0.022053,0.019638,32.54,-1.734,0.6683,242.0785,262.1257,222.0313,376295.0
2021-07-16,TECHCO,236.86,238.49,233.25,233.62,1808346,241.5755,234.1582,203.2543,0.015077,0.02004,38.6,-1.7386,0.1869,241.5755,261.9556,221.1954,381969.0
2021-07-19,TECHCO,237.3,240.33,232.97,234.32,2163428,241.0845,234.4656,203.5862,0.002996,0.020053,36.3,-1.6665,-0.1837,241.0845,261.6765,220.4925,383113.0
2021-07-20,TECHCO,234.67,235.07,232.45,232.89,2221835,240.5255,234.7876,203.9059,-0.006103,0.020071,34.3,-1.7051,-0.488,240.5255,261.3815,219.6695,380775.0
2021-07-21,TECHCO,225.11,229.27,223.72,227.0,1196410,239.245,234.8602,204.2018,-0.025291,0.018678,26.07,-2.1857,-0.8276,239.245,260.1218,218.3682,371145.0
2021-07-22,TECHCO,222.63,227.88,221.0,225.13,1323295,237.9185,234.9618,204.5066,-0.008238,0.018687,28.66,-2.6866,-1.1994,237.9185,258.8452,216.9918,368088.0
2021-07-23,TECHCO,229.65,230.48,225.9,226.49,2555197,236.6375,235.0632,204.8153,0.006041,0.018797,33.07,-2.9399,-1.5475,236.6375,257.0364,216.2386,370311.0
2021-07-26,TECHCO,228.59,232.46,226.12,228.85,1712331,235.692,235.2332,205.1108,0.01042,0.018879,36.95,-2.9166,-1.8213,235.692,255.6688,215.7152,374170.0
2021-07-27,TECHCO,236.06,236.8,233.71,234.63,1910408,234.8885,235.378,205.4461,0.025257,0.019684,47.69,-2.404,-1.9378,234.8885,253.5747,216.2023,383620.0
2021-07-28,TECHCO,232.21,237.25,230.65,231.2,1770713,233.86,235.3276,205.7688,-0.014619,0.019764,53.02,-2.2486,-2.0,233.86,250.8184,216.9016,378012.0
2021-07-29,TECHCO,233.45,234.78,233.34,233.98,1562638,232.7395,235.2376,206.1046,0.012024,0.019434,61.37,-1.8795,-1.9759,232.7395,245.9849,219.4941,382557.0
2021-07-30,TECHCO,234.92,238.44,233.06,236.99,651753,232.1405,235.2848,206.4737,0.012864,0.018894,60.1,-1.3288,-1.8465,232.1405,243.1983,221.0827,387479.0
2021-08-02,TECHCO,239.47,240.57,236.18,238.15,1165635,231.834,235.3866,206.8302,0.004895,0.018542,60.83,-0.7896,-1.6351,231.834,241.7565,221.9115,389375.0
2021-08-03,TECHCO,237.19,240.46,234.39,234.86,1442406,231.438,235.4588,207.1528,-0.013815,0.018731,49.42,-0.6206,-1.4322,231.438,240.0693,222.8067,383996.0
2021-08-04,TECHCO,238.24,239.67,235.51,236.82,3136263,231.424,235.7048,207.5189,0.008345,0.018111,58.66,-0.3248,-1.2107,231.424,240.0175,222.8305,387201.0
2021-08-05,TECHCO,237.96,239.37,235.32,237.98,1862913,231.9085,235.9074,207.883,0.004898,0.01586,56.03,0.0032,-0.9679,231.9085,240.8438,222.9732,389097.0
2021-08-06,TECHCO,235.78,236.8,234.53,234.98,3395202,232.4825,236.0334,208.2648,-0.012606,0.015317,50.86,0.0208,-0.7702,232.4825,240.5791,224.3859,384192.0
2021-08-09,TECHCO,229.91,230.27,229.91,230.07,1891825,232.5875,235.996,208.6178,-0.020895,0.015601,46.64,-0.3573,-0.6876,232.5875,240.4898,224.6852,376164.0
2021-08-10,TECHCO,232.11,232.69,231.55,231.85,2538736,232.765,235.949,208.9622,0.007737,0.015683,56.41,-0.5075,-0.6516,232.765,240.4173,225.1127,379075.0
2021-08-11,TECHCO,231.79,232.85,230.39,230.63,2136463,232.5295,235.9132,209.2935,-0.005262,0.014047,57.39,-0.7167,-0.6646,232.5295,240.138,224.921,377080.0
2021-08-12,TECHCO,236.63,236.72,234.75,234.78,2202534,232.761,236.0688,209.6493,0.017994,0.013726,60.37,-0.5414,-0.64,232.761,240.3463,225.1757,383865.0
2021-08-13,TECHCO,236.56,237.69,231.17,233.9,1301207,232.775,236.2412,209.9803,-0.003748,0.013356,56.56,-0.468,-0.6056,232.775,240.368,225.182,382426.0
2021-08-16,TECHCO,231.97,234.32,229.12,230.24,2993322,232.571,236.3422,210.2957,-0.015648,0.01379,43.97,-0.6972,-0.6239,232.571,240.2084,224.9336,376442.0
2021-08-17,TECHCO,225.38,228.44,224.95,227.6,3406930,232.3065,236.4754,210.6166,-0.011466,0.01395,44.94,-1.0794,-0.715,232.3065,240.2573,224.3557,372126.0
2021-08-18,TECHCO,232.02,232.94,229.08,232.86,1559223,232.5995,236.7952,210.963,0.023111,0.013721,48.53,-0.947,-0.7614,232.5995,240.1487,225.0503,380726.0
2021-08-19,TECHCO,228.92,231.74,226.92,229.62,3595275,232.824,236.8952,211.3029,-0.013914,0.013986,40.38,-1.0909,-0.8273,232.824,239.6724,225.9756,375429.0
2021-08-20,TECHCO,223.01,226.85,220.28,222.24,1730874,232.6115,236.7248,211.6114,-0.03214,0.015766,32.14,-1.7799,-1.0178,232.6115,240.4759,224.7471,363362.0
2021-08-23,TECHCO,219.7,221.06,218.23,220.06,2465528,232.172,236.5018,211.8562,-0.009809,0.015655,32.96,-2.4734,-1.3089,232.172,241.723,222.621,359798.0
2021-08-24,TECHCO,220.33,223.55,219.07,220.03,2200831,231.442,236.0756,212.1014,-0.000136,0.014314,29.77,-2.9909,-1.6453,231.442,242.339,220.545,359749.0
2021-08-25,TECHCO,223.19,224.36,219.06,221.75,2669979,230.9695,235.593,212.3808,0.007817,0.014244,30.7,-3.225,-1.9613,230.9695,242.6984,219.2406,362561.0
2021-08-26,TECHCO,226.12,227.59,220.32,224.2,2069508,230.4805,235.1858,212.6686,0.011048,0.014195,37.01,-3.1763,-2.2043,230.4805,242.493,218.468,366567.0
2021-08-27,TECHCO,220.94,223.32,218.04,221.18,2219306,229.69,234.7358,212.9578,-0.01347,0.013959,38.78,-3.3428,-2.432,229.69,241.9765,217.4035,361629.0
2021-08-30,TECHCO,221.19,222.12,220.11,221.75,1474778,228.87,234.288,213.2188,0.002577,0.013897,36.85,-3.3897,-2.6235,228.87,240.9668,216.7732,362561.0
2021-08-31,TECHCO,228.41,230.69,225.89,226.8,1290276,228.467,233.9426,213.53,0.022773,0.014839,45.47,-2.985,-2.6958,228.467,240.2567,216.6773,370818.0
2021-09-01,TECHCO,226.46,231.53,224.12,229.08,1832344,228.08,233.472,213.846,0.010053,0.014905,42.94,-2.452,-2.6471,228.08,239.2046,216.9554,374546.0
2021-09-02,TECHCO,224.0,224.83,223.25,224.12,2644393,227.387,232.9212,214.127,-0.021652,0.015471,39.0,-2.4022,-2.5981,227.387,237.6047,217.1693,366436.0
2021-09-03,TECHCO,216.84,217.96,214.63,215.91,2066675,226.4335,232.1972,214.3582,-0.036632,0.017112,35.37,-2.9907,-2.6766,226.4335,237.2116,215.6554,353013.0
2021-09-06,TECHCO,214.37,218.15,212.82,213.35,1189480,225.5975,231.509,214.5751,-0.011857,0.01676,35.43,-3.6219,-2.8657,225.5975,237.7003,213.4947,348827.0
2021-09-07,TECHCO,210.6,210.97,209.25,209.66,3080090,224.488,230.6882,214.7974,-0.017296,0.016801,25.5,-4.3695,-3.1664,224.488,238.1459,210.8301,342794.0
2021-09-08,TECHCO,211.19,214.56,210.72,214.27,1374631,223.67,229.9382,215.0394,0.021988,0.017842,34.24,-4.5377,-3.4407,223.67,237.7327,209.6073,350331.0
2021-09-09,TECHCO,215.9,217.76,213.75,217.56,1588223,222.809,229.1616,215.2956,0.015354,0.017683,44.76,-4.3553,-3.6236,222.809,236.0948,209.5232,355711.0
2021-09-10,TECHCO,215.7,218.67,212.87,216.92,2098829,221.96,228.5206,215.5222,-0.002942,0.017684,46.36,-4.2138,-3.7416,221.96,234.4052,209.5148,354664.0
2021-09-13,TECHCO,209.89,210.05,207.15,209.8,2092134,220.938,227.831,215.692,-0.032823,0.018688,39.8,-4.6229,-3.9179,220.938,233.8678,208.0082,343023.0
2021-09-14,TECHCO,207.82,208.43,205.76,207.33,3787457,219.9245,227.122,215.842,-0.011773,0.018694,35.84,-5.0878,-4.1519,219.9245,233.7988,206.0502,338985.0
2021-09-15,TECHCO,205.84,207.33,205.78,206.57,3900472,218.61,226.5114,215.9694,-0.003666,0.017536,32.09,-5.4547,-4.4124,218.61,232.3045,204.9155,337742.0
2021-09-16,TECHCO,206.01,208.21,203.58,207.55,2107794,217.5065,226.0966,216.1267,0.004744,0.017579,35.56,-5.6018,-4.6503,217.5065,231.0211,203.9919,339344.0
2021-09-17,TECHCO,213.5,214.63,210.38,212.52,1318760,217.0205,225.877,216.3156,0.023946,0.017477,41.05,-5.2567,-4.7716,217.0205,230.5175,203.5235,347470.0
2021-09-20,TECHCO,209.13,211.46,207.44,210.51,2857720,216.543,225.5278,216.4714,-0.009458,0.017469,33.22,-5.0868,-4.8346,216.543,230.2611,202.8249,344184.0
2021-09-21,TECHCO,209.06,211.01,205.9,209.39,1085073,216.011,225.1496,216.5972,-0.00532,0.017477,29.23,-4.9851,-4.8647,216.011,229.9827,202.0393,342353.0
2021-09-22,TECHCO,207.17,207.82,206.23,207.78,1961036,215.3125,224.5984,216.6986,-0.007689,0.017347,31.45,-4.977,-4.8872,215.3125,229.4717,201.1533,339720.0
2021-09-23,TECHCO,212.43,217.01,211.99,212.77,2451577,214.741,224.2508,216.8327,0.024016,0.018129,46.15,-4.5159,-4.8129,214.741,228.2997,201.1823,347879.0
2021-09-24,TECHCO,215.68,216.79,213.49,213.79,3182041,214.3715,223.8542,216.9724,0.004794,0.018004,50.56,-4.0218,-4.6547,214.3715,227.5899,201.1531,349547.0
2021-09-27,TECHCO,212.62,213.54,212.07,213.26,1852137,213.947,223.433,217.1176,-0.002479,0.017979,54.98,-3.6311,-4.45,213.947,226.705,201.189,348680.0
2021-09-28,TECHCO,209.93,211.05,209.61,210.26,3103117,213.12,222.9804,217.2812,-0.014067,0.0172,44.19,-3.5229,-4.2646,213.12,224.4323,201.8077,343775.0
2021-09-29,TECHCO,209.49,210.64,205.49,208.61,5202083,212.0965,222.6126,217.433,-0.007847,0.016913,36.39,-3.5297,-4.1176,212.0965,220.7113,203.4817,341077.0
2021-09-30,TECHCO,209.77,216.48,207.02,212.52,2620086,211.5165,222.3604,217.6004,0.018743,0.017171,43.91,-3.1828,-3.9306,211.5165,218.0281,205.0049,347470.0
2021-10-01,TECHCO,216.54,216.72,216.33,216.69,1195212,211.5555,222.1644,217.7839,0.019622,0.015844,60.38,-2.5422,-3.6529,211.5555,218.1862,204.9248,354288.0
2021-10-04,TECHCO,220.1,220.11,217.49,218.23,2277559,211.7995,221.952,217.9796,0.007107,0.015645,66.89,-1.8884,-3.3,211.7995,219.0394,204.5596,356806.0
2021-10-05,TECHCO,223.52,226.23,220.82,221.56,2163844,212.3945,221.6906,218.1984,0.015259,0.015303,71.52,-1.089,-2.8578,212.3945,220.7622,204.0268,362251.0
2021-10-06,TECHCO,216.57,217.76,213.12,213.44,3050747,212.353,221.3354,218.3893,-0.036649,0.016975,57.02,-1.0981,-2.5059,212.353,220.6897,204.0163,348974.0
2021-10-07,TECHCO,213.37,217.75,212.82,216.21,2453863,212.2855,220.98,218.6041,0.012978,0.016869,54.64,-0.8717,-2.179,212.2855,220.465,204.106,353503.0
2021-10-08,TECHCO,213.79,218.78,212.68,216.19,4007275,212.249,220.564,218.8282,-9.3e-05,0.016857,57.52,-0.686,-1.8804,212.249,220.3476,204.1504,353471.0
2021-10-11,TECHCO,213.47,213.52,211.68,212.82,1578470,212.4,220.0574,219.0534,-0.015588,0.015476,54.28,-0.8015,-1.6647,212.4,220.4185,204.3815,347961.0
2021-10-12,TECHCO,209.37,213.83,208.65,211.42,3570208,212.6045,219.5886,219.2582,-0.006578,0.015296,54.57,-0.9945,-1.5306,212.6045,220.2799,204.9291,345672.0
2021-10-13,TECHCO,213.33,216.87,210.2,215.35,2178977,213.0435,219.1592,219.46,0.018589,0.015735,53.33,-0.821,-1.3887,213.0435,220.256,205.831,352097.0
2021-10-14,TECHCO,216.1,219.31,215.29,216.2,1594863,213.476,218.7236,219.6504,0.003947,0.015729,53.12,-0.6078,-1.2325,213.476,220.33,206.622,353487.0
2021-10-15,TECHCO,219.17,220.22,213.48,217.47,3497829,213.7235,218.3734,219.846,0.005874,0.01491,55.35,-0.3325,-1.0525,213.7235,220.7864,206.6606,355563.0
2021-10-18,TECHCO,223.0,223.01,221.44,222.46,4549454,214.321,218.2212,220.0876,0.022946,0.015435,64.76,0.285,-0.785,214.321,222.2126,206.4294,363722.0
2021-10-19,TECHCO,218.18,221.65,217.68,220.77,1569870,214.89,217.9996,220.3281,-0.007597,0.015507,64.7,0.6307,-0.5019,214.89,222.9243,206.8557,360959.0
2021-10-20,TECHCO,216.76,219.95,216.6,219.13,2473100,215.4575,217.7696,220.5608,-0.007429,0.015498,58.45,0.7635,-0.2488,215.4575,222.9633,207.9517,358278.0
2021-10-21,TECHCO,211.64,215.21,211.52,214.58,1810921,215.548,217.3656,220.7758,-0.020764,0.015503,47.33,0.496,-0.0998,215.548,222.9604,208.1356,350838.0
2021-10-22,TECHCO,201.91,204.01,200.12,201.26,2418341,214.9215,216.7128,220.9272,-0.062075,0.020832,33.44,-0.7819,-0.2362,214.9215,224.7,205.143,329060.0
2021-10-25,TECHCO,206.73,209.99,205.5,207.14,2096678,214.6155,216.2508,221.115,0.029216,0.022029,36.6,-1.3051,-0.45,214.6155,224.9785,204.2525,338674.0
2021-10-26,TECHCO,206.76,207.91,205.74,207.77,2056205,214.491,215.8542,221.3002,0.003041,0.021835,43.88,-1.6499,-0.69,214.491,225.1304,203.8516,339704.0
2021-10-27,TECHCO,207.45,209.12,205.91,208.65,2426728,214.493,215.37,221.4788,0.004235,0.021784,41.49,-1.831,-0.9182,214.493,225.1278,203.8582,341143.0
2021-10-28,TECHCO,210.66,210.78,209.52,209.9,1098039,214.362,214.9756,221.6723,0.005991,0.021397,43.11,-1.8523,-1.105,214.362,225.1624,203.5616,343186.0
2021-10-29,TECHCO,207.3,214.48,204.12,210.23,2115916,214.039,214.7354,221.8363,0.001572,0.020883,46.96,-1.8216,-1.2483,214.039,224.9322,203.1458,343726.0
2021-11-01,TECHCO,211.14,216.3,210.53,213.17,3687030,213.786,214.5976,221.9992,0.013985,0.021085,51.98,-1.5422,-1.3071,213.786,224.503,203.069,348533.0
2021-11-02,TECHCO,213.52,215.91,212.76,215.7,2747598,213.493,214.511,222.1637,0.011868,0.020961,50.41,-1.104,-1.2665,213.493,223.6192,203.3668,352670.0
2021-11-03,TECHCO,216.75,218.23,213.84,216.03,1346674,213.6225,214.3966,222.3174,0.00153,0.019221,49.8,-0.7217,-1.1575,213.6225,223.8119,203.4331,353209.0
2021-11-04,TECHCO,213.22,217.46,209.81,216.43,2549316,213.6335,214.2412,222.4888,0.001852,0.01901,48.74,-0.382,-1.0024,213.6335,223.8351,203.4319,353863.0
2021-11-05,TECHCO,215.21,216.89,214.19,216.06,1133889,213.627,214.1388,222.6496,-0.00171,0.019015,41.29,-0.1411,-0.8302,213.627,223.822,203.432,353258.0
2021-11-08,TECHCO,217.26,217.62,211.07,214.65,2356497,213.7185,213.9968,222.8052,-0.006526,0.018726,41.61,-0.0632,-0.6768,213.7185,223.9158,203.5212,350953.0
2021-11-09,TECHCO,215.37,218.27,210.79,213.23,2418359,213.809,213.7254,222.9576,-0.006615,0.018727,41.86,-0.1147,-0.5644,213.809,223.9524,203.6656,348631.0
2021-11-10,TECHCO,209.95,211.85,207.12,210.6,2535555,213.5715,213.3558,223.0884,-0.012334,0.018437,44.2,-0.3636,-0.5242,213.5715,223.7852,203.3578,344331.0
2021-11-11,TECHCO,209.28,210.89,208.62,209.7,1961876,213.2465,213.0674,223.2144,-0.004274,0.018414,69.27,-0.6262,-0.5446,213.2465,223.5215,202.9715,342860.0
2021-11-12,TECHCO,218.45,219.26,215.17,216.17,1774399,213.1815,213.0726,223.3466,0.030854,0.019731,70.08,-0.3087,-0.4974,213.1815,223.36,203.003,353438.0
2021-11-15,TECHCO,218.37,218.7,214.04,217.58,2217665,212.9375,213.1572,223.457,0.006523,0.01905,71.08,0.056,-0.3867,212.9375,222.3873,203.4877,355743.0
2021-11-16,TECHCO,213.3,217.02,212.26,216.42,2140846,212.72,213.2924,223.5348,-0.005331,0.019015,66.5,0.2486,-0.2597,212.72,221.5935,203.8465,353847.0
2021-11-17,TECHCO,222.09,222.51,218.61,219.88,1979281,212.7575,213.4046,223.6361,0.015987,0.019306,69.37,0.6727,-0.0732,212.7575,221.7505,203.7645,359504.0
2021-11-18,TECHCO,220.25,223.57,217.48,222.34,2556617,213.1455,213.5002,223.7254,0.011188,0.018781,71.71,1.1935,0.1801,213.1455,223.089,203.202,363526.0
2021-11-19,TECHCO,221.42,223.0,220.07,222.9,1902451,214.2275,213.6198,223.8152,0.002519,0.011227,69.07,1.6327,0.4707,214.2275,223.4055,205.0495,364442.0
2021-11-22,TECHCO,223.63,224.39,221.69,224.02,2151363,215.0715,213.9042,223.8952,0.005025,0.0097,67.26,2.0474,0.786,215.0715,224.603,205.54,366273.0
2021-11-23,TECHCO,229.78,232.6,227.69,232.55,1708734,216.3105,214.4086,224.0236,0.038077,0.01233,75.57,3.0295,1.2347,216.3105,228.0356,204.5854,380219.0
2021-11-24,TECHCO,244.72,245.38,242.32,243.44,4011091,218.05,215.146,224.1725,0.046829,0.015365,81.56,4.6332,1.9144,218.05,234.4003,201.6997,398024.0
2021-11-25,TECHCO,247.25,249.94,242.75,244.49,1653323,219.7795,215.8848,224.3066,0.004313,0.015381,82.7,5.9205,2.7156,219.7795,239.4754,200.0836,399741.0
2021-11-26,TECHCO,244.2,245.47,243.26,244.22,962587,221.479,216.5188,224.4483,-0.001104,0.015449,84.93,6.8402,3.5405,221.479,243.4408,199.5172,399300.0
2021-11-29,TECHCO,250.41,253.0,247.13,247.34,1338669,223.1875,217.2554,224.5806,0.012775,0.015425,88.73,7.7316,4.3788,223.1875,247.6067,198.7683,404401.0
2021-11-30,TECHCO,241.35,244.52,238.18,243.71,2882994,224.588,217.9418,224.7028,-0.014676,0.01616,86.76,8.0523,5.1135,224.588,250.3737,198.8023,398466.0
2021-12-01,TECHCO,245.47,247.62,242.59,245.39,1477066,226.056,218.694,224.8414,0.006893,0.016122,88.95,8.3459,5.7599,226.056,253.1024,199.0096,401213.0
2021-12-02,TECHCO,254.51,254.81,251.83,252.29,2427092,227.849,219.4844,224.9981,0.028119,0.016779,89.06,9.0312,6.4142,227.849,256.8896,198.8084,412494.0
2021-12-03,TECHCO,258.42,261.82,254.74,260.2,3847919,230.056,220.4126,225.2137,0.031353,0.017407,90.41,10.0962,7.1506,230.056,261.8981,198.2139,425427.0
2021-12-06,TECHCO,258.63,261.01,254.72,258.8,3546942,232.2635,221.3234,225.4337,-0.00538,0.017353,90.0,10.7038,7.8612,232.2635,265.6907,198.8363,423138.0
2021-12-07,TECHCO,261.62,265.43,261.23,264.51,2228560,234.8275,222.4084,225.6808,0.022063,0.017132,90.4,11.5134,8.5917,234.8275,269.9322,199.7228,432474.0
2021-12-08,TECHCO,266.02,267.86,263.24,265.17,1089331,237.556,223.5396,225.9309,0.002495,0.016374,90.08,12.0692,9.2872,237.556,273.2105,201.9015,433553.0
2021-12-09,TECHCO,264.6,265.97,264.35,264.76,2105735,240.309,224.5844,226.1434,-0.001546,0.016245,89.28,12.3344,9.8966,240.309,275.4057,205.2123,432883.0
2021-12-10,TECHCO,256.84,257.41,253.31,256.1,1573038,242.3055,225.3726,226.312,-0.032709,0.018405,76.37,11.7107,10.2594,242.3055,276.1407,208.4703,418724.0
2021-12-13,TECHCO,251.73,255.35,248.79,255.05,2776519,244.179,226.109,226.4515,-0.0041,0.018623,71.09,11.0049,10.4085,244.179,276.3586,211.9994,417007.0
2021-12-14,TECHCO,260.2,261.0,256.35,256.39,1645963,246.1775,226.8056,226.6164,0.005254,0.018368,64.79,10.4334,10.4135,246.1775,275.9748,216.3802,419198.0
2021-12-15,TECHCO,254.27,256.91,254.2,254.49,1659078,247.908,227.6266,226.7763,-0.007411,0.018621,61.2,9.7152,10.2738,247.908,275.1885,220.6275,416091.0
2021-12-16,TECHCO,250.96,258.8,250.51,254.53,2703502,249.5175,228.393,226.9112,0.000157,0.018669,61.61,9.0449,10.0281,249.5175,274.1127,224.9223,416157.0
2021-12-17,TECHCO,263.54,264.57,258.71,261.72,3816886,251.4585,229.3036,227.11,0.028248,0.019226,64.83,8.9903,9.8205,251.4585,273.1668,229.7502,427912.0
2021-12-20,TECHCO,270.43,274.41,266.3,270.24,1478502,253.7695,230.452,227.3402,0.032554,0.019956,74.85,9.5247,9.7613,253.7695,272.8621,234.6769,441842.0
2021-12-21,TECHCO,262.29,266.93,261.61,266.27,1819111,255.4555,231.549,227.5644,-0.014691,0.019477,68.76,9.5181,9.7127,255.4555,272.5043,238.4067,435351.0
2021-12-22,TECHCO,263.57,263.74,259.51,262.74,1647520,256.4205,232.4968,227.7959,-0.013257,0.017543,59.99,9.123,9.5948,256.4205,272.7765,240.0645,429580.0
2021-12-23,TECHCO,261.93,261.95,258.13,258.75,3135992,257.1335,233.3478,228.0341,-0.015186,0.018057,48.5,8.3911,9.354,257.1335,272.5139,241.7531,423056.0
2021-12-24,TECHCO,258.34,261.13,256.07,257.59,570103,257.802,234.1502,228.262,-0.004483,0.018114,48.74,7.6295,9.0091,257.802,271.9304,243.6736,421160.0
2021-12-27,TECHCO,256.08,260.3,251.22,253.56,1627298,258.113,234.7722,228.4999,-0.015645,0.018404,38.21,6.6244,8.5322,258.113,271.5275,244.6985,414571.0
2021-12-28,TECHCO,246.95,248.66,244.15,246.4,2667623,258.2475,235.2848,228.7088,-0.028238,0.019258,32.28,5.1903,7.8638,258.2475,271.096,245.399,402864.0
2021-12-29,TECHCO,234.63,236.32,234.23,235.7,1270109,257.763,235.6162,228.8373,-0.043425,0.021559,27.02,3.154,6.9218,257.763,273.1357,242.3903,385370.0
2021-12-30,TECHCO,231.55,233.73,231.13,231.54,2349031,256.7255,235.9554,228.9258,-0.01765,0.020626,29.09,1.1908,5.7756,256.7255,275.9674,237.4836,378568.0
2021-12-31,TECHCO,237.93,239.64,233.41,234.43,2004141,255.437,236.6188,229.0229,0.012482,0.019309,32.98,-0.1304,4.5944,255.437,277.0094,233.8646,383293.0
2022-01-03,TECHCO,236.75,240.63,231.55,239.22,2476847,254.458,237.2604,229.147,0.020433,0.020129,36.59,-0.7819,3.5192,254.458,277.1366,231.7794,391125.0
2022-01-04,TECHCO,252.25,253.52,249.35,249.5,2914091,253.7075,238.095,229.3226,0.042973,0.021996,46.55,-0.4633,2.7227,253.7075,275.9752,231.4398,407932.0
2022-01-05,TECHCO,246.82,253.63,245.41,250.28,2670310,252.963,238.9276,229.4832,0.003126,0.022004,47.1,-0.1463,2.1489,252.963,274.6039,231.3221,409208.0
2022-01-06,TECHCO,251.94,255.8,248.62,249.93,2968031,252.2215,239.7282,229.6579,-0.001398,0.022005,41.11,0.0759,1.7343,252.2215,273.1655,231.2775,408636.0
2022-01-07,TECHCO,254.14,257.28,252.2,252.25,1591454,252.029,240.5686,229.8026,0.009283,0.020964,35.04,0.4341,1.4742,252.029,272.8935,231.1645,412429.0
